ID,Station Name,Total Docks,Docks in Service,Status,Latitude,Longitude,Location
1571105050820616194,Central Ave & Roscoe St,9,9,In Service,41.942258,-87.7669331,"(41.942258, -87.7669331)"
1563698722681128992,Sayre & Diversey,9,9,In Service,41.9310084,-87.8010646,"(41.9310084, -87.8010646)"
399,South Shore Dr & 74th St,11,11,In Service,41.76218896,-87.55927465,"(41.76218896038, -87.55927465)"
59,Wabash Ave & Roosevelt Rd,23,23,In Service,41.867227,-87.625961,"(41.867227, -87.625961)"
311,Leavitt St & Lawrence Ave,19,19,In Service,41.968885,-87.684001,"(41.968885, -87.684001)"
1561012883010990646,Komensky Ave & 31st St,9,9,In Service,41.836708,-87.725641,"(41.836708, -87.725641)"
1561012878716023346,Lawndale Ave & 30th St,12,12,In Service,41.8389124,-87.7168955,"(41.8389124, -87.7168955)"
92,Carpenter St & Huron St,19,19,In Service,41.894556,-87.653449,"(41.894556, -87.653449)"
646,State St & 54th St,11,11,In Service,41.796642,-87.625923,"(41.796642, -87.625923)"
494,Kedzie Ave & Bryn Mawr Ave,15,15,In Service,41.981224863,-87.708972394,"(41.981224862733384, -87.7089723944664)"
1571105059410550802,Plainfield & Irving Park,9,9,In Service,41.9524413,-87.8343105,"(41.9524413, -87.8343105)"
1571105055115583496,Long & Irving Park,9,9,In Service,41.953038,-87.7621632,"(41.953038, -87.7621632)"
1563698701206292486,Kilbourn & Roscoe,9,9,In Service,41.9427319,-87.7395332,"(41.9427319, -87.7395332)"
1561012878716023344,Kildare & Cermak,9,9,In Service,41.851478,-87.7311301,"(41.851478, -87.7311301)"
44,State St & Randolph St,23,23,In Service,41.884678982,-87.627975047,"(41.884678982069246, -87.62797504663467)"
81,Daley Center Plaza,39,39,In Service,41.884241,-87.629634,"(41.884241, -87.629634)"
1575949510978564828,North Ave & New England Ave,9,9,In Service,41.9092204,-87.7971406,"(41.9092204, -87.7971406)"
1575949506683597522,Major Ave & Bloomingdale Ave,9,9,In Service,41.9125923,-87.7686995,"(41.9125923, -87.7686995)"
1571105063705518104,Harlem Ave & Grace St,9,9,In Service,41.9488531,-87.806938,"(41.9488531, -87.806938)"
1582242302452717116,Kedzie Ave & 52nd St,9,9,In Service,41.7990641,-87.703446,"(41.7990641, -87.703446)"
1575949528158434034,Bloomingdale Ave & Harlem Ave,9,9,In Service,41.9120739,-87.8057657,"(41.9120739, -87.8057657)"
1575949498093662918,Menard Ave & Division St,9,9,In Service,41.902269,-87.7704807,"(41.902269, -87.7704807)"
321,Wabash Ave & 9th St,19,19,In Service,41.870769,-87.625734,"(41.870769, -87.625734)"
1571105055115583502,Orange & Addison,9,9,In Service,41.9448846,-87.82423,"(41.9448846, -87.82423)"
1563698718386161690,Oak Park & Wellington,9,9,In Service,41.934586,-87.7959613,"(41.934586, -87.7959613)"
442,California Ave & 23rd Pl,11,11,In Service,41.849109692,-87.695139807,"(41.84910969176, -87.6951398068)"
1575949493798695614,Lamon Ave & Chicago Ave,9,9,In Service,41.8952,-87.748223,"(41.8952, -87.748223)"
91,Clinton St & Washington Blvd,31,31,In Service,41.88338,-87.64117,"(41.88338, -87.64117)"
1575949489503728316,Monticello Ave & Chicago Ave,6,6,In Service,41.8952089,-87.7174329,"(41.8952089, -87.7174329)"
35,Streeter Dr & Grand Ave,47,47,In Service,41.892278,-87.612043,"(41.892278, -87.612043)"
742,Doty Ave & 111th St,15,15,In Service,41.695010449,-87.598714828,"(41.69501044938143, -87.59871482849121)"
1575949515273532130,Kildare Ave & Chicago Ave,9,9,In Service,41.8954359,-87.7335726,"(41.8954359, -87.7335726)"
572,State St & 76th St,11,11,In Service,41.756971,-87.624621,"(41.756971, -87.624621)"
726,Vincennes Ave & 104th St,15,15,In Service,41.704925565,-87.65686811,"(41.70492556499764, -87.65686810958869)"
1575949523863466730,Long Ave & North Ave,9,9,In Service,41.909212,-87.760999,"(41.909212, -87.760999)"
1575949498093662914,Lavergne Ave & Division St,9,9,In Service,41.9021335,-87.7509517,"(41.9021335, -87.7509517)"
1575949493798695616,Kildare Ave & Division St,9,9,In Service,41.902393,-87.733598,"(41.902393, -87.733598)"
37,Dearborn St & Adams St,19,19,In Service,41.879356359,-87.629791036,"(41.8793563587, -87.6297910363)"
